0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,11,11,11,11,11,0
0,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,11,11,11,11,11,0
0,11,2,2,2,11,3,3,3,3,11,11,0,11,11,3,3,3,3,11,2,2,2,11,0
0,11,2,11,2,11,3,11,11,3,11,11,0,11,11,3,11,11,3,11,2,11,2,11,0
0,11,2,11,2,11,3,11,11,3,11,11,0,11,11,3,11,11,3,11,2,11,2,11,0
0,11,2,2,2,11,3,3,3,3,11,11,0,11,11,3,3,3,3,11,2,2,2,11,0
0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
0,11,4,4,4,4,4,4,11,5,5,5,5,5,5,5,11,4,4,4,4,4,4,11,0
0,11,11,11,11,11,11,4,11,11,11,11,5,11,11,11,11,4,11,11,11,11,11,11,0
0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
0,0,0,0,0,0,11,11,6,6,6,11,11,11,6,6,6,11,11,0,0,0,0,0,0
11,11,11,11,11,0,11,11,6,11,11,11,11,11,11,11,6,11,11,0,11,11,11,11,11
11,11,11,11,11,0,11,11,6,11,11,11,11,11,11,11,6,11,11,0,11,11,11,11,11
11,11,11,11,11,0,11,11,6,11,11,11,11,11,11,11,6,11,11,0,11,11,11,11,11
1,1,1,1,1,0,11,11,6,6,6,6,6,6,6,6,6,11,11,0,1,1,1,1,1
1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1
1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1
1,11,7,7,7,7,11,11,8,8,8,8,8,8,8,8,8,11,11,7,7,7,7,11,1
1,11,7,11,11,7,11,11,11,11,11,11,11,11,11,11,11,11,11,7,11,11,7,11,1
1,11,7,11,11,7,11,11,11,11,11,11,11,11,11,11,11,11,11,7,11,11,7,11,1
1,11,7,11,11,7,7,7,7,11,11,11,11,11,11,11,7,7,7,7,11,11,7,11,1
1,11,7,7,7,7,11,11,11,11,11,11,11,11,11,11,11,11,11,7,7,7,7,11,1
1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1
1,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,1
1,11,11,11,9,11,11,11,11,10,11,11,11,11,11,10,11,11,11,11,9,11,11,11,1
1,11,11,11,9,11,11,11,11,10,11,11,11,11,11,10,11,11,11,11,9,11,11,11,1
1,11,9,9,9,9,9,11,11,10,11,11,11,11,11,10,11,11,9,9,9,9,9,11,1
1,11,11,11,9,11,11,11,11,10,11,11,11,11,11,10,11,11,11,11,9,11,11,11,1
1,11,11,11,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,11,11,11,1
1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
